feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,label,id
0.4967141530112327,Category B,0,Gamma,0.639020475468985,2025-03-26 15:59:23.583406,-1.7303126064039325,28.809456391040804,-1.6022069048362384,0,0.0,0
-0.13826430117118466,Category D,0,Epsilon,-1.4995960965593678,2025-11-11 15:59:23.583406,0.6573931875438442,48.42177840259054,1.2194236421819045,0,0.0,1
0.6476885381006925,Category A,1,Gamma,0.5397907333710997,2025-02-07 15:59:23.583406,-1.2053583152030143,81.82734701687038,-0.05830855946486585,1,,2
1.5230298564080254,Category C,1,Gamma,-0.5132741367946773,2025-02-22 15:59:23.583406,0.3094103207159382,4.187599618585232,1.2573445427732837,0,0.0,3
-0.23415337472333597,Category A,0,Beta,-1.5458036763256162,2025-06-11 15:59:23.583406,-0.3977998534072483,19.12581016502923,0.626132901246116,1,,4
-0.23413695694918055,Category B,1,Gamma,0.12977573232761952,2025-02-10 15:59:23.583406,0.5896379087761363,95.70168483716326,0.6556469602840003,1,1.0,5
1.5792128155073915,Category D,0,Alpha,0.5390425910626099,2025-09-15 15:59:23.583406,0.335824511969017,45.06473896949614,0.16343501148548972,1,,6
0.7674347291529088,Category C,0,Epsilon,0.15160806864456286,2025-09-03 15:59:23.583406,-0.23193741789128622,31.029100203069763,0.16260666978801339,0,0.0,7
-0.4694743859349521,Category B,0,Gamma,-0.1091385848457553,2024-12-30 15:59:23.583406,0.13045342520921724,92.40467458811955,1.1345107672105115,1,1.0,8
0.5425600435859647,Category A,0,Gamma,-0.33058533845833193,2025-09-16 15:59:23.583406,-0.11033610837671276,91.21017718287919,0.8144719784873922,0,1.0,9
-0.46341769281246226,Category A,0,Delta,2.466588009341556,2025-07-24 15:59:23.583406,-0.6153471506330717,5.380003252684459,-0.5890229393455586,1,0.0,10
-0.46572975357025687,Category D,1,Epsilon,-1.182569388528646,2025-10-29 15:59:23.583406,0.980082785457863,36.88532362418314,0.4930008307672705,1,0.0,11
0.24196227156603412,Category B,1,Epsilon,0.8729219823572034,2025-02-03 15:59:23.583406,-0.42307375324199836,91.36934332739081,-0.6193434226937382,1,,12
-1.913280244657798,Category B,1,Gamma,0.015422970888983768,2025-08-24 15:59:23.583406,-0.08685014625147987,18.797424966208084,-0.3126060488671844,1,0.0,13
-1.7249178325130328,Category D,1,Alpha,-0.8544665062670321,2025-01-29 15:59:23.583406,-1.4151250996575062,58.24313744278843,0.5683828776407825,0,,14
-0.5622875292409727,Category C,0,Delta,-0.04839905062857898,2025-11-04 15:59:23.583406,0.2740446038448129,32.757023353345225,-0.634437968152978,0,,15
-1.0128311203344238,Category B,1,Alpha,-1.3929326375886175,2025-04-11 15:59:23.583406,-0.6105815971454611,73.91997797783297,0.1476129205258572,1,,16
0.3142473325952739,Category D,0,Gamma,-0.5954904068068536,2025-12-01 15:59:23.583406,-0.47684865915790237,16.667984986824834,0.38010251122380206,1,0.0,17
-0.9080240755212109,Category B,0,Epsilon,-0.04693432583560569,2025-03-17 15:59:23.583406,-0.8395608608844418,60.0092648517576,-0.3393343206205579,0,0.0,18
-1.4123037013352915,Category D,1,Epsilon,-1.5511170585991298,2025-02-14 15:59:23.583406,-0.12399644788834857,1.0008347889191267,0.7196838173958883,1,,19
1.465648768921554,Category A,1,Alpha,0.5063825384880583,2025-01-25 15:59:23.583406,-2.0064726150369934,26.003811795479855,-0.4394657146348811,1,0.0,20
-0.22577630048653566,Category A,0,Beta,-0.9637610409115323,2025-10-17 15:59:23.583406,0.6823570129132595,17.054355939559734,0.9426305489867072,0,,21
0.06752820468792384,Category B,0,Gamma,-1.4517209580135524,2024-12-21 15:59:23.583406,-0.03866477467922823,21.773240486220605,0.13069594391236874,1,0.0,22
-1.4247481862134568,Category B,0,Epsilon,-1.0804177358283704,2025-03-18 15:59:23.583406,-0.46728560120220713,86.18220293830508,0.17284586990467396,0,0.0,23
-0.5443827245251827,Category A,1,Beta,2.1759541618354867,2025-06-24 15:59:23.583406,-1.5482306657909177,91.56486196122445,-0.898754878487987,0,0.0,24
0.11092258970986608,Category C,0,Epsilon,-1.9780641418688398,2025-01-03 15:59:23.583406,0.4330666864799703,75.74812572788262,-0.23462380572677125,0,0.0,25
-1.1509935774223028,Category D,0,Epsilon,0.4361230887697904,2025-01-18 15:59:23.583406,-0.6343275602950759,59.42054645521894,0.19485641525110867,0,0.0,26
0.37569801834567196,Category C,0,Beta,-0.7516362710192865,2025-09-05 15:59:23.583406,1.3060868702483144,23.854795070442368,1.0244208071649779,1,0.0,27
-0.600638689918805,Category C,0,Alpha,-0.3501281715175616,2025-05-26 15:59:23.583406,0.48631896232978217,28.197416464104567,-0.3216843371298466,0,0.0,28
-0.2916937497932768,Category C,1,Gamma,0.6039309286803327,2025-07-28 15:59:23.583406,1.5346556886871234,31.679087537411046,1.0207089483240925,1,1.0,29
-0.6017066122293969,Category A,1,Beta,0.5548187148389204,2025-02-03 15:59:23.583406,0.13697004078857183,77.92354058909935,-0.7556215851068773,0,0.0,30
1.8522781845089378,Category B,0,Beta,-0.6806964191617907,2025-07-07 15:59:23.583406,1.0778227611621554,26.03554647583329,0.33416296740170476,0,,31
-0.013497224737933921,Category C,1,Epsilon,-1.357824006633294,2025-11-22 15:59:23.583406,0.46277104529821705,97.36555311166106,-0.5067759783248683,1,0.0,32
-1.0577109289559004,Category A,0,Beta,0.6221409737006393,2025-01-17 15:59:23.583406,-0.4509814122037964,79.84988860443305,1.5441691911469875,1,0.0,33
0.822544912103189,Category D,1,Gamma,0.5523771930093442,2025-07-11 15:59:23.583406,0.18721001848413446,99.97205457662355,1.3636751097732571,0,1.0,34
-1.2208436499710222,Category B,1,Alpha,-0.2849695087881883,2025-02-01 15:59:23.583406,-0.8339862664589361,46.45867777632323,0.28570675584372646,0,0.0,35
0.2088635950047554,Category D,1,Alpha,0.44194438380837825,2025-10-28 15:59:23.583406,2.0687794329743716,59.34349031463526,-0.5350721038172269,0,0.0,36
